VemOrder;NumCell0Ds;NumCell1Ds;NumCell2Ds;NumDofs;CreateMesh;ComputeGeometricProperties;AssembleSystem;Factorize;Solve
1;81;144;64;49;7.0699999999999995e-04;3.0299999999999999e-04;8.8099999999999995e-04;6.7999999999999999e-05;6.0000000000000002e-06
