VemOrder;Cell2Ds;Dofs;h;errorL2;errorH1;errorInf;normL2;normH1;normInf;nnzA;condA
1;64;49;2.8664813110866888e-01;2.6727106394363907e-02;4.8187035242886089e-01;1.1447821439557693e-02;1.5489078796554419e+00;2.2799289999279959e+00;2.0798473674374605e+00;205;2.9686261158657508e+00
