Id;error_L2;error_H1;norm_L2;norm_H1
0;1.9330652395124951e-06;5.8173711508270193e-03;1.6818933481261695e-02;1.8386059314199968e-02
1;2.9534089882851638e-08;2.7046698070186609e-04;5.3125975426372204e-03;2.1512814694199460e-02
2;2.6656913412439454e-07;8.2062569848041756e-04;1.3200211501161305e-02;7.9227412572564548e-02
3;2.5359198793005710e-07;5.1310183380488545e-04;1.6938706627677349e-02;1.3951082137474924e-01
4;6.9488639475893903e-08;2.3749053966139156e-04;1.1055984442715515e-02;9.7927313847344627e-02
5;1.3141110591202021e-06;2.1861155699742143e-03;2.2243527609808939e-02;1.4291887461438574e-01
6;5.1052101531217701e-08;3.0606629244801667e-04;5.6278432375780722e-03;2.1382108867191656e-02
7;1.8793519121323910e-06;5.0359190372553566e-03;1.5770800972028813e-02;1.6067223491726873e-02
8;1.5353630538020204e-05;1.2351708804710336e-02;4.1929150610576386e-02;8.8009729306795431e-02
9;1.2456589549712772e-06;1.2984578350625153e-03;1.5734386035337826e-02;3.3806526105307953e-02
10;7.0771340273655839e-06;3.5320981841816977e-03;4.2224440994876170e-02;1.0359422387758505e-01
11;1.2962513678575598e-05;4.0766328070405648e-03;5.7793588237427640e-02;1.5995648211098071e-01
12;5.9070374816426289e-06;2.2472816887114701e-03;3.8244439791933801e-02;1.0899366410166367e-01
13;2.8392109322331104e-05;8.0311318890855764e-03;7.2109280947380811e-02;1.7760981517877600e-01
14;1.1546308084289875e-06;1.3911260479280891e-03;1.6547069446618830e-02;3.5889160811106206e-02
15;1.5196273724997031e-05;1.0846516606724503e-02;3.9058827786614625e-02;8.4278112556602475e-02
16;1.9343361916106490e-05;6.7128671465333713e-03;4.7278790501381576e-02;1.9748500523852347e-01
17;2.3295017649547988e-06;7.0835583768494477e-04;2.0050772094493758e-02;4.0632238895807672e-02
18;1.0778305433888594e-05;2.9498532655526030e-03;5.6662112968125976e-02;6.5023512561571323e-02
19;2.1827200950089379e-05;4.6880778230934065e-03;8.0644149588413469e-02;5.3642321939582696e-02
20;9.3466758682960744e-06;2.3392370937836589e-03;5.3762727827306109e-02;3.3349379073631030e-02
21;4.5939867682206746e-05;8.5052278128913313e-03;9.7568316843547831e-02;9.1507820832425035e-02
22;1.4816016352615308e-06;7.6765477893246323e-04;2.1004371113087082e-02;4.5540222914294048e-02
23;1.5503546601396100e-05;5.6760937392023418e-03;4.3828340049930532e-02;1.9274388629808803e-01
24;5.2790155401123291e-06;1.5085617333726914e-03;1.7152983980816560e-02;8.9966034866200389e-02
25;2.3452352283264787e-07;6.3219309435127335e-05;7.5853054255866064e-03;1.5758709526964697e-02
26;1.4888166684427843e-06;5.2114996703097217e-04;2.1773661304311319e-02;1.9998318815891779e-02
27;3.2985089109256962e-06;9.5676184496903873e-04;3.1392162979136537e-02;6.8787896435899536e-03
28;8.1998960010166466e-07;3.0354866191885453e-04;2.0989118767972534e-02;3.0131386101784523e-03
29;9.7593785868780260e-06;2.2558779845438439e-03;3.7598650630650904e-02;2.4291570852461811e-02
30;7.2965860669914892e-08;7.6336559268650050e-05;7.9287161627183064e-03;1.7848476755715277e-02
31;3.4401182002137838e-06;1.2450066110372595e-03;1.5866792925882250e-02;8.7928688065413485e-02
32;3.5423079603242187e-05;7.1146758403475840e-03;6.6938783137966390e-02;3.4328170702379879e-01
33;6.2594038357646982e-06;1.0933044429033861e-03;2.9469049957072332e-02;5.6638476248416142e-02
34;3.1722440089377801e-05;5.4883571362442565e-03;8.4355056291973179e-02;6.9710041162637321e-02
35;6.1530238868952249e-05;9.7973604696194178e-03;1.2145655625510557e-01;1.5327462192508579e-02
36;2.8059728562691713e-05;5.2716691398299684e-03;8.1215640877045636e-02;3.5044578688713220e-03
37;1.0752278667015999e-04;1.5429219726581123e-02;1.4562569005271742e-01;8.2000420485843925e-02
38;4.4707467139250283e-06;1.1155419092915915e-03;3.0786935215431108e-02;6.4365271432778953e-02
39;2.3230022736173688e-05;5.9073139508723331e-03;6.1911554236774455e-02;3.3524433290836286e-01
40;1.1784603542761312e-05;4.4532378822349254e-03;3.5669035272670541e-02;1.4938252989677622e-01
41;8.1576557360171425e-07;3.3538367017305211e-04;1.5081723291094494e-02;2.9584872061146433e-02
42;5.2060370205444167e-06;1.6304962909216756e-03;4.2499082203642055e-02;5.1930845023991028e-02
43;1.0251727960075717e-05;2.5925850204552908e-03;6.0463907875080200e-02;4.5741228838030959e-02
44;3.3442581850877265e-06;1.1582428863016634e-03;4.0332395279235184e-02;2.8813202999730336e-02
45;2.2956538942541553e-05;5.2923011211275118e-03;7.3184265058010275e-02;7.4942405551985211e-02
46;4.0668297672121058e-07;3.6467261094394362e-04;1.5785143944469417e-02;3.2806112824450451e-02
47;6.8257577796702116e-06;3.8250758002068945e-03;3.3057212255750257e-02;1.4544755614530530e-01
48;7.5218056853406859e-06;4.3502566116220085e-03;2.5547260249320761e-02;7.1344033426237768e-02
49;5.9790919816680402e-07;2.6808351328570464e-04;1.0043794896189296e-02;2.2534653878775179e-02
50;2.6650702556826513e-06;1.0189572192234656e-03;2.7555058559285306e-02;5.3990405884369118e-02
51;5.0547361397192724e-06;1.2778238458819513e-03;3.8298942110422909e-02;7.5471618118719858e-02
52;1.8578360692634314e-06;5.5737861900167563e-04;2.5401309335072644e-02;5.1892598235764947e-02
53;1.0954632969735572e-05;3.1765484297808576e-03;4.7215623454367472e-02;8.8712396505617297e-02
54;2.7356255436865497e-07;3.0623974929156080e-04;1.0563333278225586e-02;2.3998152278020664e-02
55;4.3649096862563563e-06;3.7700890453418543e-03;2.3773415591315676e-02;6.8963269065270338e-02
56;1.9868676555381624e-05;1.5270560507310170e-02;3.5280521478126645e-02;3.9137701980508477e-02
57;1.7825269617900242e-06;1.4527181326045276e-03;1.1858774519614344e-02;3.6161280977115580e-02
58;7.0617205334593819e-06;3.5186133859604280e-03;3.0475889823511078e-02;1.3141628872867986e-01
59;1.0789403292921476e-05;3.2883502855261394e-03;4.0089846805720412e-02;2.2642538226699385e-01
60;5.7648157396084431e-06;1.8454655850354412e-03;2.6265034762769073e-02;1.5657433845080659e-01
