Cell2D_Index;NumQuadPoints_Boundary;NumQuadPoints_Internal;PiNabla_Cond;Pi0k_Cond;Pi0km1_Cond;PiNabla_Error;Pi0k_Error;Pi0km1_Error;HCD_Error;GBD_Error;Stab_Error
0;4;6;5.0003377328071767e+00;5.0003377328071776e+00;1.0000000000000000e+00;1.9246312009589744e-16;2.2262209511987996e-16;0.0000000000000000e+00;2.4840842862409550e-17;1.0962198770921718e-16;0.0000000000000000e+00
1;4;6;3.6093707731810052e+00;3.6093707731810034e+00;1.0000000000000000e+00;1.2919517348320736e-16;3.2089414821698485e-16;2.2204460492503131e-16;3.1033156892322092e-17;7.9460659404043029e-17;5.1925927263190304e-17
2;4;6;3.7620695115098268e+00;3.7620695115098259e+00;1.0000000000000000e+00;6.4098756212785473e-17;2.6049363083815239e-16;2.2204460492503131e-16;2.8044583086691789e-17;0.0000000000000000e+00;0.0000000000000000e+00
3;4;6;4.4194165160971028e+00;4.4194165160971028e+00;1.0000000000000000e+00;1.2925727162353099e-16;1.3317133664781546e-16;0.0000000000000000e+00;1.5749931927094165e-16;0.0000000000000000e+00;2.7755575615628914e-17
4;4;6;3.2394048625819365e+00;3.2394048625819365e+00;1.0000000000000000e+00;1.8218175734214821e-16;4.6692105296788140e-16;2.2204460492503131e-16;1.2564846976323455e-16;2.0470687039125169e-16;0.0000000000000000e+00
5;4;6;5.6921311847450902e+00;5.6921311847450911e+00;1.0000000000000000e+00;1.8410966031475738e-16;2.2265813852578600e-16;2.2204460492503131e-16;6.4592307291585719e-17;1.0897221215440696e-16;2.7755575615628914e-17
6;4;6;3.4581470632016731e+00;3.4581470632016726e+00;1.0000000000000000e+00;1.1331166295920988e-17;1.2919517348320736e-16;0.0000000000000000e+00;3.4814580077451707e-17;7.7654634481844313e-17;4.1633363423443370e-17
7;4;6;4.7532036215011155e+00;4.7532036215011155e+00;1.0000000000000000e+00;1.2869730969111293e-16;2.6480162271386974e-16;0.0000000000000000e+00;2.4244496629814356e-17;1.7283135518098564e-16;0.0000000000000000e+00
8;4;6;2.9611522174219593e+00;2.9611522174219589e+00;1.0000000000000000e+00;2.5337258102033828e-17;3.4638913888187201e-16;0.0000000000000000e+00;5.8892388598298000e-17;1.1509997730898440e-16;5.7219584981527968e-17
9;4;6;6.6153991582113942e+00;6.6153991582113969e+00;1.0000000000000000e+00;1.2925727162353099e-16;1.4383218515325266e-16;2.2204460492503131e-16;3.7650152906927885e-17;0.0000000000000000e+00;0.0000000000000000e+00
10;4;6;3.3077443890427638e+00;3.3077443890427629e+00;1.0000000000000000e+00;1.6024689053196368e-17;3.3035742792003840e-17;0.0000000000000000e+00;4.2674842476212074e-17;6.3221391173501215e-17;0.0000000000000000e+00
