Cell2D_Index;NumQuadPoints_Boundary;NumQuadPoints_Internal;PiNabla_Cond;Pi0k_Cond;Pi0km1_Cond;PiNabla_Error;Pi0k_Error;Pi0km1_Error;HCD_Error;GBD_Error;Stab_Error
0;4;6;4.1006741510159221e+00;4.1006741510159239e+00;1.0000000000000000e+00;2.5652018718461626e-16;2.0305405739873824e-16;0.0000000000000000e+00;2.8780194468797544e-17;2.0340796985965073e-16;1.9626155733547190e-17
1;5;6;4.9360620148677619e+00;4.9360620148677627e+00;1.0000000000000000e+00;9.3867616863173873e-17;2.4341424560057102e-16;1.1102230246251565e-16;1.1673241148436356e-16;1.0121028767195774e-16;1.2435284337093032e-16
2;7;12;3.9189905735645194e+00;3.9189905735645167e+00;1.0000000000000000e+00;2.3221980631040627e-16;2.7406434979964507e-16;0.0000000000000000e+00;3.1422272768264031e-17;2.5248488185722309e-16;2.0181217036912902e-16
3;4;6;2.8830399601546217e+00;2.8830399601546213e+00;1.0000000000000000e+00;8.0123445265981841e-18;2.0078877832813800e-16;2.2204460492503131e-16;4.9122994451162463e-17;7.7674052410906812e-17;4.3885418357208765e-17
4;4;6;4.1771963189911121e+00;4.1771963189911121e+00;1.0000000000000000e+00;9.1354783266548354e-17;2.9387396718587426e-16;2.2204460492503131e-16;1.4155131460020935e-17;0.0000000000000000e+00;6.3596013107845015e-17
5;5;6;3.8474723953615295e+00;3.8474723953615286e+00;1.0000000000000000e+00;9.7803129076340242e-17;1.5802813550827323e-16;0.0000000000000000e+00;1.1454930454843512e-16;8.5036694329703300e-17;1.0595312685287259e-16
6;7;6;1.5112853226217840e+01;1.5112853226217849e+01;1.0000000000000000e+00;2.5699095463613434e-16;5.1684377366378543e-16;0.0000000000000000e+00;1.1681505245265851e-16;2.3768682521665261e-16;1.9663024224106122e-16
7;7;6;8.1908992808418208e+00;8.1908992808418226e+00;1.0000000000000000e+00;2.6628994186770845e-16;3.1404404558728656e-16;0.0000000000000000e+00;3.7954368125251895e-17;2.6972788248897605e-16;3.0816130935920762e-16
8;4;6;3.8223526117062683e+00;3.8223526117062674e+00;1.0000000000000000e+00;1.2844765415108726e-16;1.8428392411175822e-16;0.0000000000000000e+00;3.2901283127567655e-17;1.2357504140841363e-16;2.7755575615628914e-17
9;8;6;3.7980598109876809e+00;3.7980598109876809e+00;1.0000000000000000e+00;9.3181189979232349e-17;1.6263283156521023e-16;1.1102230246251565e-16;2.9907023218447417e-17;1.5342638085481169e-16;2.0250714130301410e-16
