TotProc Type Time
1 CreateMesh 1.53800000e-03
1 SetVariables 1.40000000e-05
1 ComputeGeometricProperties 1.99500000e-03
1 CreateVEMSpace 4.72000000e-04
1 AssembleSystem 4.04000000e-03
1 ComputeVEMPerformance 1.87760000e-02
1 Factorize 4.65000000e-04
1 Solve 1.90000000e-05
1 ComputeErrors 1.29690000e-02
1 ExportSolution 2.35280000e-02
